-111,558,2089
-128,577,2129
-134,613,2159
-142,642,2173
-139,628,2170
-139,621,2172
-147,625,2157
-148,629,2134
-150,622,2113
-155,624,2097
-156,630,2095
-166,641,2105
-170,639,2108
-169,637,2106
-158,629,2088
-155,630,2080
-152,626,2084
-156,624,2093
-161,613,2130
-159,598,2130
-154,624,2128
-171,626,2111
-70,638,2159
-50,642,2151
-5,652,2157
-64,663,2127
-132,664,2106
-137,684,2089
-136,690,2082
-120,649,2040
-133,637,2058
-107,655,2041
-102,653,2027
-109,659,2038
-122,644,2061
-139,644,2020
-123,642,2036
-121,633,2023
-125,634,2022
-131,650,2049
-134,640,2069
-125,622,2054
-118,617,2057
-120,621,2069
-118,605,2054
-123,589,2050
-121,592,2052
-119,595,2039
-104,587,2006
-109,581,1994
-132,584,1996
-142,586,1992
-144,594,1987
-143,595,1974
-153,601,1976
-147,579,1951
-166,562,1957
-183,550,1980
-201,535,1984
-191,569,1999
-173,566,1940
-165,599,1954
-157,621,1974
-150,644,1984
-152,657,2004
-148,593,1938
-160,601,1963
-167,611,1962
-165,580,1923
-173,562,1910
-197,556,1915
-203,553,1914
-198,560,1914
-189,552,1905
-186,544,1893
-173,545,1872
-175,578,1895
-179,601,1926
-178,617,1949
-171,609,1940
-161,629,1949
-155,627,1943
-148,630,1936
-153,617,1939
-165,624,1954
-168,617,1965
-173,603,1980
-176,591,2000
-172,599,2016
-158,610,2021
-159,614,2043
-145,592,2003
-152,605,2038
-164,611,2057
-169,569,2029
-179,555,2034
-174,605,2055
-170,621,2062
-171,603,2066
-169,611,2072
-168,611,2074
-180,616,2071
-199,606,2095
-196,601,2093
-159,614,2088
-143,599,2093
-157,578,2121
-160,565,2111
-159,560,2099
-170,528,2089
-171,554,2045
-185,536,2008
-185,519,1950
-193,514,1941
-205,539,1963
-201,544,1965
-189,545,1952
-181,538,1942
-179,555,1951
-187,573,1987
-183,585,2009
-170,609,2032
-154,592,2022
-137,599,2006
-117,614,2008
-112,606,2009
-127,611,2005
-137,636,2030
-94,626,1942
-116,637,1954
-123,639,1946
-117,631,1922
-114,616,1901
-128,605,1894
-142,591,1880
-175,594,1925
-173,584,1928
-174,591,1972
-157,573,2025
-147,561,2072
-169,573,2055
-212,594,2102
-220,589,2121
-215,568,2082
-219,564,2077
-227,554,2072
-209,534,2017
-200,515,1988
-215,506,1991
-226,498,1990
-229,483,1986
-219,485,1973
-206,496,1959
-208,520,1978
-60,283,2136
-72,270,2123
-109,359,2115
-106,341,2134
-117,389,2116
-117,400,2122
-113,379,2114
-119,341,2122
-129,320,2130
-131,321,2127
-136,311,2120
-132,379,2093
-128,360,2103
-126,335,2097
-129,325,2107
-133,322,2131
-138,324,2154
-81,198,2154
-84,188,2130
-81,165,2134
-89,156,2133
-89,151,2135
-75,143,2156
-106,186,2157
-101,183,2157
-97,176,2156
-98,164,2165
-95,167,2176
-81,188,2184
-90,197,2180
-122,242,2169
-138,268,2153
-151,277,2152
-153,270,2151
-151,264,2146
-152,276,2133
-141,280,2131
-142,301,2122
-144,340,2120
-137,358,2115
-136,366,2120
-126,374,2089
-126,371,2067
-124,372,2054
-127,376,2043
-125,392,2053
-134,394,2073
-145,396,2096
-141,429,2127
-129,395,2071
-144,381,2086
-123,377,2040
-114,390,1999
-102,359,1962
-133,371,2007
-136,386,2016
-128,396,2027
-128,396,2036
-142,387,2053
-152,388,2061
-159,388,2065
-160,396,2073
-158,399,2062
-150,383,2036
-154,366,2030
-155,377,2029
-156,362,2028
-157,366,2039
-155,355,2037
-154,345,2034
-156,345,2037
-160,353,2045
-164,350,2047
-162,341,2041
-158,354,2031
-161,356,2036
-158,354,2035
-161,364,2044
-160,372,2048
-160,365,2048
-160,366,2048
-157,366,2051
-170,409,2087
-161,422,2092
-100,441,2087
-144,409,2104
-156,378,2101
-185,347,2177
-96,476,2002
-128,484,2016
-156,527,2048
-170,536,2039
-174,545,2051
-186,546,2045
-177,541,2046
-70,402,2021
-103,381,1946
-96,383,1985
-147,390,2094
-181,407,2143
-179,425,2181
-197,427,2200
-210,404,2124
-227,413,2141
-233,407,2126
-234,418,2129
-231,435,2129
-97,370,2003
-128,357,1994
-127,362,1999
-138,372,2016
-134,375,1993
-134,374,1983
-136,372,1958
-140,363,1938
-153,363,1936
-198,372,2018
-214,383,2079
-220,377,2083
-224,382,2083
-226,387,2088
-229,387,2083
-229,388,2078
-227,385,2053
-233,391,2059
-243,397,2066
-248,398,2066
-248,397,2059
-250,393,2056
-248,385,2053
-219,366,1948
-171,361,1883
-155,361,1905
-149,369,1918
-150,380,1937
-143,379,1948
-172,390,2026
-64,446,1977
-96,451,2000
-91,443,1982
-102,441,1976
-109,443,1980
-109,443,1989
-109,436,2047
-102,471,2013
-85,444,1985
-91,440,1957
-123,449,2033
-121,450,2054
-114,448,2005
-161,464,2072
-128,510,1974
-122,555,1931
-141,557,1923
-141,550,1906
-143,552,1912
-161,564,1930
-173,571,1944
-179,572,1937
-184,574,1941
-182,576,1957
-181,577,1958
-186,580,1962
-169,569,1937
-177,570,1938
-189,570,1944
-200,571,1942
-207,576,1963
-201,574,1980
-180,574,1979
-174,574,1980
-172,571,1972
-150,560,1950
-135,556,1940
-108,548,1943
-103,546,1969
-109,548,1991
-93,546,2036
-83,526,2052
-100,535,2047
-110,532,2034
-123,535,1912
-170,558,1920
-160,548,1896
-150,547,1889
-171,560,1905
-195,575,1924
-205,583,1941
-214,593,2031
-213,591,2039
-231,583,2028
-245,584,2024
-240,561,1990
-232,552,1967
-230,581,1992
-219,592,2014
-198,580,1976
-202,600,2044
-195,615,2094
-192,597,2084
-188,591,2086
-178,580,2104
-174,580,2140
-167,598,2192
-176,587,2162
-183,587,2144
-187,588,2144
-116,338,1890
-133,342,1902
-141,332,1905
-145,328,1902
-162,322,1913
-173,317,1912
-169,294,1886
-196,321,1909
-200,319,1909
-206,319,1906
-200,305,1884
-204,320,1888
-169,299,1827
-179,303,1839
-183,314,1846
-176,309,1837
-156,300,1818
-148,290,1810
-142,288,1801
-147,294,1807
-151,300,1811
-160,310,1824
-159,332,1827
-161,318,1829
-149,300,1815
-157,306,1823
-158,314,1826
-167,321,1843
-182,324,1851
-216,367,1920
-239,430,2017
-231,346,1942
-237,345,1915
-248,329,1904
-264,353,1907
-201,585,1802
-234,601,1831
-237,601,1825
-239,600,1828
-238,596,1816
-248,601,1829
-271,631,1883
-275,643,1910
-280,644,1925
-286,639,1894
-268,619,1848
-230,600,1830
-238,618,1819
-232,636,1834
-230,634,1835
-229,630,1821
-230,629,1814
-233,632,1817
-249,671,1937
-226,659,1949
-223,658,1951
-224,658,1950
-216,652,1954
-210,650,1956
-211,648,1953
-218,649,1950
-211,645,1953
-231,648,1938
-239,649,1928
-242,644,1919
-234,659,1899
-227,652,1870
-223,638,1847
-214,654,1855
-187,691,1900
-153,402,1795
-219,424,1829
-247,431,1828
-257,439,1859
-261,439,1847
-251,432,1828
-236,426,1807
-243,427,1814
-243,428,1826
-283,451,1871
-163,368,1782
-250,385,1857
-240,378,1833
-226,382,1808
-266,390,1879
-285,388,1872
-279,374,1807
-291,372,1840
-296,422,1906
-276,467,1943
-250,452,1912
-148,358,1815
-183,348,1781
-199,341,1775
-210,345,1785
-217,345,1786
-251,398,1934
-120,385,1820
-188,364,1755
-169,375,1793
-202,362,1760
-206,347,1752
-252,337,1739
-256,338,1738
-132,323,1768
-178,324,1772
-193,329,1822
-194,333,1845
-139,229,1786
-183,239,1841
-184,242,1844
-183,244,1847
-185,242,1832
-152,229,1782
-165,238,1751
-197,242,1712
-165,207,1705
-178,202,1704
-199,233,1802
-164,220,1793
-175,139,1696
-171,113,1699
-144,149,1803
-145,151,1816
-174,151,1743
-151,194,1783
-164,237,1783
-154,229,1759
-170,194,1727
-173,209,1735
-162,253,1707
-147,265,1761
-174,267,1804
-175,269,1821
-168,279,1872
-168,277,1880
-165,277,1880
-165,278,1884
-184,276,1868
-206,264,1830
-218,252,1798
-225,245,1715
-126,210,1767
-157,193,1758
-158,182,1754
-165,190,1789
-145,218,1876
-156,219,1900
-151,216,1897
-130,117,1710
-119,120,1705
-119,118,1706
-116,117,1699
-125,107,1692
-136,104,1689
-144,102,1686
-127,84,1690
-186,71,1683
-211,70,1691
-165,80,1687
-173,111,1704
-174,145,1703
-170,200,1750
-169,222,1786
-165,221,1794
-163,216,1825
-157,215,1871
-162,187,1807
-168,165,1823
-173,76,1817
-221,145,1748
-221,131,1720
-86,180,1696
-118,179,1684
-114,163,1676
-95,112,1673
-88,81,1677
-109,94,1668
-143,152,1672
-147,167,1681
-149,159,1671
-145,142,1663
-134,121,1658
-89,79,1646
-73,69,1733
-121,66,1715
-133,61,1674
-130,71,1675
-125,79,1677
-135,103,1715
-135,96,1690
-119,84,1732
-90,45,1748
-46,29,1879
-62,35,1841
-74,19,1752
-81,35,1752
-81,52,1788
-61,40,1713
-77,61,1683
-108,67,1679
-113,40,1707
-119,33,1718
-137,33,1788
-136,37,1794
-120,94,1782
-107,78,1778
-101,117,1764
-89,128,1759
-77,139,1758
-79,137,1758
-83,133,1759
-88,128,1762
-66,102,1799
-50,113,1873
-141,230,1624
-151,240,1648
-140,246,1659
-128,261,1669
-120,269,1669
-127,266,1676
-132,250,1658
-106,172,1545
-124,140,1611
-126,141,1621
-131,148,1630
-122,171,1641
-163,306,1639
-169,281,1601
-158,319,1690
-164,324,1689
565,-514,1751
-92,-171,2147
-167,-186,2088
-149,-188,2115
-180,-187,2080
-163,-189,2098
-84,-247,2118
-61,-240,2139
-75,-246,2143
-82,-269,2150
-100,-265,2139
-80,-240,2161
-62,-230,2185
-59,-238,2188
-63,-262,2196
-89,-309,2195
-113,-340,2177
-119,-345,2184
255,-241,1406
248,-246,1418
252,-233,1381
247,-239,1364
223,-267,1355
-63,-219,2039
-41,-192,2064
-70,-233,2023
-90,-212,2018
-97,-190,2012
-98,-265,2005
-132,-309,1985
-128,-333,2011
-141,-361,2013
-164,-390,2046
-167,-388,2041
-174,-404,2057
-165,-402,2080
-155,-381,2031
-95,-261,2091
-99,-239,2065
-101,-242,2075
-90,-232,2077
3,-223,2043
97,-201,2012
-58,-227,2010
-99,-229,2011
-107,-226,2016
-110,-215,2015
-109,-216,2008
-114,-253,2020
-128,-274,1999
-137,-279,1994
-102,-285,1972
-146,-285,1964
-140,-264,1973
-111,-248,2031
-138,-314,1940
-129,-253,1972
-139,-267,1923
-132,-242,1961
-111,-208,2013
-125,-238,1920
-124,-232,1918
-117,-221,1942
-111,-204,1985
-118,-217,1968
-123,-225,1939
-120,-230,1952
-112,-213,1996
-122,-224,1952
-117,-217,1979
-126,-229,1952
-35,-225,2035
-106,-246,2055
-101,-260,2076
-112,-277,2073
-111,-300,2080
-113,-320,2094
-120,-336,2094
-131,-343,2093
-148,-350,2099
-152,-357,2119
-156,-370,2113
-142,-376,2121
-131,-405,2127
-134,-393,2091
-159,-394,2087
-177,-412,2093
-209,-465,2058
-199,-498,2077
-193,-529,2093
-183,-546,2124
-175,-580,2127
-201,-571,2092
-190,-587,2094
-192,-582,2080
-190,-576,2063
-183,-539,2103
-191,-509,2080
-188,-463,2087
-168,-379,2120
-141,-363,2142
-159,-380,2098
-158,-379,2111
-159,-385,2104
-163,-381,2100
-161,-373,2119
-159,-382,2120
-154,-390,2130
-162,-420,2127
-169,-451,2138
-156,-477,2192
-148,-504,2201
-157,-515,2193
-163,-565,2149
-152,-578,2171
-152,-586,2160
-160,-580,2147
-163,-569,2151
-166,-552,2160
-157,-547,2171
-153,-534,2179
-170,-491,2171
-165,-437,2168
-151,-394,2194
-152,-367,2184
-172,-384,2123
-170,-384,2105
-178,-403,2084
-185,-475,2034
-194,-488,2021
-203,-492,2031
-201,-478,2068
-188,-472,2114
-186,-491,2108
-190,-525,2091
-154,-539,2157
-180,-527,2127
-195,-566,2065
-192,-605,2026
-173,-627,2055
-204,-617,2088
-214,-584,2076
-222,-574,2087
-215,-580,2071
-221,-580,2049
-218,-594,2020
-222,-550,2103
-222,-536,2110
-224,-533,2085
-233,-467,2094
-129,-634,2062
-116,-684,2042
-123,-732,1984
-102,-757,1972
-100,-751,2006
-131,-728,1952
-129,-740,1931
-105,-755,1997
-112,-708,2074
-142,-670,2043
-153,-656,1995
-165,-586,2040
-172,-556,2024
-173,-510,2018
-113,-385,2084
-138,-342,2077
-143,-338,2092
-163,-339,2111
-163,-339,2111
-160,-338,2110
-163,-339,2111
-171,-342,2114
-169,-340,2114
-176,-343,2116
-174,-343,2116
-104,-334,2016
-134,-312,2014
-155,-351,2021
-178,-414,2041
-181,-426,2052
-190,-490,2031
-196,-508,2025
-191,-595,2076
-196,-642,2090
-191,-673,2079
-182,-710,2064
-174,-745,2027
-220,-550,2028
-197,-540,2125
-206,-488,2158
-190,-466,2183
-200,-421,2176
-181,-408,2192
-190,-380,2174
-201,-361,2140
-195,-313,2143
-181,-285,2154
-172,-266,2157
-165,-247,2156
-155,-239,2170
-178,-262,2156
-206,-311,2117
-210,-331,2115
-223,-372,2099
-225,-394,2102
-230,-398,2090
-226,-407,2104
-226,-423,2105
-217,-423,2141
-221,-448,2130
-220,-458,2151
-233,-495,2067
-217,-485,2126
-204,-480,2177
-210,-518,2148
-219,-565,2066
-195,-604,2087
-175,-631,2110
-150,-636,2158
-148,-626,2183
-166,-601,2189
-166,-584,2214
-175,-579,2211
-175,-579,2214
-176,-583,2213
-186,-582,2197
-184,-577,2203
-182,-566,2215
-196,-602,2174
-189,-628,2143
-185,-598,2162
-180,-556,2216
-198,-504,2198
-223,-499,2140
-204,-475,2179
-194,-452,2194
-127,-363,2106
-168,-345,2109
-192,-368,2091
-191,-361,2091
-185,-356,2094
-187,-353,2076
-53,-417,2070
-152,-301,2046
-151,-327,2061
-154,-329,2062
-143,-326,2061
-45,-338,2149
-56,-344,2153
-71,-365,2122
-88,-409,2077
-105,-423,2073
-129,-438,2018
-124,-426,2029
-127,-420,2028
-123,-407,2077
-104,-400,2137
-123,-428,2099
-118,-461,2105
-97,-488,2151
-97,-532,2165
-53,-616,2221
-48,-620,2239
-134,-559,2107
-183,-560,2045
-176,-529,2045
-174,-495,2043
-174,-463,2023
-168,-436,2051
-126,-316,2127
-174,-288,2097
-179,-299,2090
-181,-300,2076
-174,-291,2079
-159,-285,2095
-105,-368,2089
-147,-326,2072
-157,-350,2047
-152,-348,2073
-211,-295,1946
-290,-267,1958
-294,-304,2087
-293,-301,2091
-284,-309,2100
-292,-317,2065
-222,-240,1998
-143,-183,1995
-172,-213,1992
-134,-287,1773
-209,-269,1816
-221,-282,1829
-234,-300,1908
-185,-368,1803
-228,-397,1859
-231,-435,1848
-251,-468,1836
-261,-488,1840
-240,-517,1826
-240,-530,1834
-228,-545,1841
-239,-557,1843
-257,-563,1859
-264,-576,1865
-242,-605,1824
-271,-609,1828
-299,-601,1822
-283,-596,1826
-249,-627,1814
-285,-600,1799
-269,-592,1803
-262,-566,1792
-244,-575,1758
-294,-498,1784
-289,-462,1827
-259,-474,1787
-280,-444,1806
-245,-446,1788
-274,-389,1813
-292,-393,1821
-240,-491,1808
-232,-431,1851
-219,-365,1770
-214,-268,1756
-223,-269,1785
-140,-200,1802
-130,-189,1798
-125,-226,1797
-159,-298,1795
-201,-386,1818
-238,-433,1831
-184,-531,1822
-175,-539,1848
-274,-616,1846
-255,-642,1886
-255,-634,1869
-251,-651,1867
-253,-644,1874
-288,-611,1880
-298,-592,1925
-302,-592,1890
-298,-590,1889
-283,-578,1842
-229,-454,1848
-234,-415,1883
-257,-401,1910
-341,-425,2002
-310,-433,2047
-262,-428,2074
-259,-413,2036
-251,-416,2055
-217,-409,2134
-235,-410,2124
-267,-417,2061
-261,-414,2075
-267,-518,1898
-208,-210,1911
-240,-200,1994
-237,-211,1984
-228,-316,1901
-294,-301,2011
-306,-301,2061
-281,-314,2079
-285,-298,2080
-301,-282,2105
-290,-290,2094
-294,-288,2101
-297,-284,2106
-282,-297,2088
-297,-352,2065
-326,-519,1956
-305,-611,1953
-277,-670,1931
-270,-654,1882
-289,-608,1873
-290,-569,1874
-281,-535,1881
-280,-530,1882
-275,-516,1884
-269,-509,1874
-239,-573,1795
-315,-535,1871
-316,-535,1891
-278,-495,1913
-248,-431,1909
-250,-426,1915
-253,-437,1913
-245,-461,1893
-249,-460,1895
-252,-457,1927
-246,-471,1906
-249,-481,1876
-292,-669,1959
-304,-647,1934
-296,-630,1956
-286,-639,2059
-279,-633,2059
-284,-637,2060
-207,-598,2027
-208,-629,2042
-214,-655,1901
-278,-655,1934
-281,-678,1918
-272,-678,1910
-291,-578,1921
-281,-564,1886
-262,-483,1892
-260,-451,1885
-259,-402,1885
-263,-382,1897
-263,-357,1886
-254,-338,1869
-264,-336,1939
-262,-338,1857
-265,-335,1897
-244,-308,1870
-125,-288,1798
-173,-245,1818
-168,-192,1850
-180,-187,1835
-198,-202,1902
-210,-229,1948
-219,-222,1975
-221,-216,2005
-226,-212,2015
-221,-226,2024
-217,-232,2022
-208,-222,2035
-205,-219,2042
-199,-226,2033
-200,-223,2032
-205,-218,2032
-212,-210,2037
-212,-208,2035
-216,-206,2039
-212,-207,2035
-211,-210,2037
-234,-514,1968
-290,-621,1900
-264,-650,1860
-269,-663,1898
-259,-670,1834
-212,-274,1755
-211,-264,1751
-182,-263,1721
-177,-236,1728
-179,-222,1737
-215,-366,1771
-233,-408,1796
-233,-438,1797
-240,-478,1795
-269,-502,1801
-268,-553,1818
-264,-599,1851
-262,-628,1846
-280,-642,1865
-285,-655,1866
-292,-669,1866
-238,-559,1770
-276,-545,1838
-261,-520,1852
-255,-493,1855
-249,-468,1873
-253,-427,1855
-195,-415,1865
-196,-349,1842
-202,-332,1841
-216,-328,1829
-198,-315,1834
-239,-326,1813
-210,-291,1810
-236,-283,1806
-218,-249,1817
-220,-273,1822
-227,-281,1835
-223,-281,1837
-195,-240,1886
-212,-206,1883
-216,-232,1904
-204,-256,1902
-219,-263,1929
-226,-268,1887
-220,-292,1906
-222,-305,1933
-215,-311,1932
-250,-289,1954
-224,-316,1891
-152,-373,1801
-192,-390,1840
-235,-511,1856
-263,-488,1872
-313,-490,1997
-303,-483,2077
-246,-405,1991
-217,-293,1892
-214,-249,1893
-199,-236,1905
-221,-205,1874
-227,-199,1849
-231,-207,1821
-223,-207,1813
-219,-202,1806
-217,-224,2011
-182,-245,2025
-173,-255,2020
-172,-257,2021
-181,-246,2022
-174,-253,2019
-170,-259,2017
-175,-256,2017
-187,-278,2019
-196,-279,2022
-195,-280,2020
-193,-282,2015
-213,-423,1954
-295,-620,1878
-304,-596,1850
-303,-578,1857
-288,-577,1839
-242,-606,1868
-207,-594,1824
-252,-559,1919
-249,-554,1929
-264,-524,1880
-259,-508,1882
-243,-485,1879
-250,-489,1873
-241,-484,1881
-245,-486,1878
-258,-494,1868
-262,-496,1864
-267,-499,1861
-213,-293,1843
-224,-184,1886
-218,-206,1912
-261,-171,2074
-215,-414,1747
-298,-351,1801
-307,-362,1851
-327,-380,1869
-286,-397,2043
-285,-398,2048
-275,-401,2042
-227,-596,1785
-289,-635,1827
-265,-637,1848
-282,-620,1853
-279,-624,1851
-275,-628,1846
-262,-617,1854
-207,-435,1801
-213,-349,1845
-209,-326,1819
-215,-294,1834
-217,-280,1849
-213,-261,1853
-173,-259,1761
-175,-269,1753
-228,-270,1825
-218,-288,1917
-214,-295,2039
-214,-475,1796
-309,-431,1816
-306,-439,1836
-238,-374,1825
-305,-389,1875
-303,-405,1849
-282,-488,1860
-241,-598,1827
-232,-587,1787
-242,-576,1785
-236,-576,1796
-250,-564,1815
-245,-570,1813
-225,-565,1771
-215,-559,1742
-114,-324,1763
-222,-288,1816
-208,-295,1827
-142,-300,1760
-211,-293,1830
-209,-291,1823
-219,-290,1843
-221,-294,1847
-218,-297,1849
-200,-341,1856
-208,-356,1858
-240,-401,1863
-261,-437,1844
-274,-470,1854
-295,-509,1850
-302,-527,1848
-278,-581,1851
-282,-601,1873
-290,-601,1871
-293,-588,1859
-293,-582,1842
-290,-577,1839
-278,-592,1831
-255,-593,1808
-244,-587,1791
-240,-586,1787
-255,-596,1845
-254,-593,1852
-255,-576,1849
-230,-601,1764
-231,-593,1785
-218,-609,1753
-218,-612,1757
-247,-607,1792
-258,-601,1817
-262,-607,1826
-265,-607,1827
-264,-594,1814
-264,-597,1833
-281,-584,1870
-268,-577,1822
-280,-635,1856
-272,-628,1873
-285,-615,1884
-287,-590,1874
-279,-585,1882
-266,-585,1907
